"species","Estimate","SE","z","P(>|z|)","variable"
"Spotted_Forktail",0.0132321197560648,0.286026669755298,0.0462618390354479,0.963101554764059,"lambda_elev"
"Spotted_Forktail",-0.303919885900001,0.377573743101939,-0.80492855091872,0.420860911593216,"lambda.flow"
"Spotted_Forktail",-0.0662160386663016,0.0357867901003814,-1.85029276111567,0.0642713654304796,"lambda.wor"
"Spotted_Forktail",-11.8987637612936,56.2843021677712,-0.21140465996764,0.832571520788039,"gamma"
"Spotted_Forktail",3.5495964275149,1.19999711015912,2.95800414639683,0.00309637958912256,"omega"
"Spotted_Forktail",0.27560173638242,0.177745215044134,1.55054377308547,0.121011055668221,"det_prob"
"White_capped_Redstart",-1.11145714198491,0.847052593286004,-1.31214655476491,0.18947069060345,"lambda_intrcpt"
"White_capped_Redstart",0.72268283576366,0.155776092320732,4.63924100930525,3.49691060478229e-06,"lambda_elev"
"White_capped_Redstart",0.367386082628141,0.268950512929444,1.36599881750187,0.171939334543624,"lambda.flow"
"White_capped_Redstart",-0.00541930784395295,0.0148863848845194,-0.364044587453102,0.715824714454235,"lambda.wor"
"White_capped_Redstart",-3.15039695261197,0.783337605373466,-4.02176141040743,5.77645532396514e-05,"gamma"
"White_capped_Redstart",2.01597824332629,0.421508642983914,4.78276846010777,1.72897243247147e-06,"omega"
"White_capped_Redstart",-0.163069848332157,0.209825031226907,-0.777170613909318,0.43705811712267,"det_prob"
"White browed Wagtail",-0.669988675722305,0.427835200639946,-1.56599708186739,0.11734930031733,"lambda_intrcpt"
"White browed Wagtail",-1.50562601650567,0.265060723165904,-5.68030600129042,1.34453976229425e-08,"lambda_elev"
"White browed Wagtail",0.21001289198681,0.133946841290106,1.56788237754676,0.116908585166056,"lambda.flow"
"White browed Wagtail",0.0110780944068276,0.00243121394711932,4.55661025635104,5.19857562534313e-06,"lambda.wor"
"White browed Wagtail",-10.9653295694022,47.536660057347,-0.230671013827515,0.817570393882682,"gamma"
"White browed Wagtail",2.44199218582235,0.486738051571645,5.01705625425691,5.24692083161837e-07,"omega"
"White browed Wagtail",-1.12069228872385,0.190036966171691,-5.89723310838033,3.69647478044612e-09,"det_prob"
"White Wagtail",-0.545457367249945,0.927196939591286,-0.588286418946104,0.556340059856267,"lambda_intrcpt"
"White Wagtail",1.70603347015289,0.285248753001143,5.98086214997777,2.21959657476867e-09,"lambda_elev"
"White Wagtail",-0.489907773662226,0.29775737777905,-1.645325389807,0.0999027266212088,"lambda.flow"
"White Wagtail",-0.0206879951104243,0.0265383265152522,-0.779551608068974,0.435654849323079,"lambda.wor"
"White Wagtail",-13.410954844854,88.9094486709157,-0.150838353463337,0.880103230696853,"gamma"
"White Wagtail",2.13950749301231,0.546284613678593,3.91647035160887,8.98548604389468e-05,"omega"
"White Wagtail",-0.746575614155357,0.317513142711726,-2.35132192569799,0.0187068413170029,"det_prob"
"White_Thraoted_Kingfisher",-0.82580101294099,0.612125076439571,-1.34907234603795,0.17731372969037,"lambda_intrcpt"
"White_Thraoted_Kingfisher",-1.4085497971485,0.385066515098715,-3.65793893241381,0.000254251603258653,"lambda_elev"
"White_Thraoted_Kingfisher",0.00778328398349909,0.195963097033336,0.0397181107123197,0.968317862808737,"lambda.flow"
"White_Thraoted_Kingfisher",0.0068213589502488,0.00417811894324695,1.63263876469436,0.102544993272308,"lambda.wor"
"White_Thraoted_Kingfisher",-10.1827151197793,23.1429318128768,-0.439992443572493,0.659942580222259,"gamma"
"White_Thraoted_Kingfisher",2.20509526978534,0.727197723029289,3.03231872151575,0.00242682813466898,"omega"
"White_Thraoted_Kingfisher",-1.75539336915885,0.325895697030134,-5.38636559229112,7.18966483780853e-08,"det_prob"
